group,k,networks,state_idx,VIS_activation,SMN_activation,DAN_activation,VAN_activation,LIM_activation,FPN_activation,DMN_activation,VIS_zscore,SMN_zscore,DAN_zscore,VAN_zscore,LIM_zscore,FPN_zscore,DMN_zscore,interaction_VIS_activation_raw,interaction_VIS_activation,interaction_SMN_activation_raw,interaction_SMN_activation,interaction_DAN_activation_raw,interaction_DAN_activation,interaction_VAN_activation_raw,interaction_VAN_activation,interaction_LIM_activation_raw,interaction_LIM_activation,interaction_FPN_activation_raw,interaction_FPN_activation,interaction_DMN_activation_raw,interaction_DMN_activation,interaction_VIS-SMN,interaction_VIS-DAN,interaction_VIS-VAN,interaction_VIS-LIM,interaction_VIS-FPN,interaction_VIS-DMN,interaction_SMN-DAN,interaction_SMN-VAN,interaction_SMN-LIM,interaction_SMN-FPN,interaction_SMN-DMN,interaction_DAN-VAN,interaction_DAN-LIM,interaction_DAN-FPN,interaction_DAN-DMN,interaction_VAN-LIM,interaction_VAN-FPN,interaction_VAN-DMN,interaction_LIM-FPN,interaction_LIM-DMN,interaction_FPN-DMN,interaction_DMN_anticorrelation,interaction_DMN-LIM_correlation,interaction_SMN-attention_correlation,taskpositive_coupling,fractional_occupancy,lifetime_values,lifetime,switching_involvement,self_transition,SUB_activation,SUB_zscore,interaction_SUB_activation_raw,interaction_SUB_activation,interaction_VIS-SUB,interaction_SMN-SUB,interaction_DAN-SUB,interaction_VAN-SUB,interaction_LIM-SUB,interaction_FPN-SUB,interaction_DMN-SUB
controls,4,7,0,-0.44771661237748794,-0.029422022799815196,0.5751325855365714,0.21119255670269127,0.2582211673772955,-0.07430813027865023,-0.18281468798363576,-1.5921389525971845,-0.23863309617407227,1.7175676850433872,0.5399407859940905,0.6921146403864853,-0.383874299044948,-0.7349767636077587,1.08421775665023,0.39639885405344116,1.211664310733673,1.2687407788578593,1.0144695150746033,-0.0810115847409196,0.9998883008458314,-0.18081659381150153,1.041506744697889,0.1040519432656031,0.8767558011842226,-1.023629822723601,0.9136377428748739,-0.7711815377438281,-0.11115749888694407,-0.057873533157459404,-0.0005679464704061413,-0.019580418139413688,0.035705242456736064,-0.1692527277117564,0.13240429386043823,-0.07014254086729253,-0.009863069803138542,-0.11664083556850836,0.170180210470088,0.10980928624155438,0.061046286873003494,-0.1950875383174676,-0.028174311591950937,0.08086215107284844,0.11612853887124303,-0.04110056804199597,0.06455889737344549,0.0223033448001046,-0.06321548940182062,-0.04416345634525584,0.0223033448001046,0.031130876496572847,0.010283428931776598,0.2217661139797352,[17.  20.  13.  19.4],17.35,0.027064098789027335,0.9315644456503233,,,,,,,,,,,
controls,4,7,1,-0.7098401587319395,-0.22148991430848275,0.2127490325626831,-0.24296461295342303,-0.021715656025381957,0.024070396244786785,-0.03709929753449795,-2.08651544943294,-0.29104934508532215,1.3054714290882379,-0.3700031163967101,0.443439709367714,0.6117764837252855,0.3868802887337349,0.9196869642106853,-0.7297760292026189,0.9966851796272097,-0.20274121114878024,1.0782421858837787,0.35549746647415686,1.4901517614668645,3.174922397918427,1.1957353737408547,1.15971092193991,1.1571359438683306,0.8955068311074124,1.2955810802157555,1.8431314851412122,0.043758244291276616,-0.0646089273474812,0.17289053743009494,0.06335006389052907,0.06004612973138787,0.12160058229509647,-0.10477817870346684,-0.0727243999328904,0.11767533581294883,0.05953413609240532,-0.18541333388613584,-0.051215498087621755,0.12555591802210772,-0.058485331927355486,-0.010518616170237808,-0.12198674563815001,0.003847495809158348,0.14755278465513147,-0.09996579351536031,0.018823259697193395,0.12029095697274178,0.0857750418192118,0.018823259697193395,-0.08875128931817862,-0.035284444735272966,0.14273902810813455,[12.5 21.  12.  27. ],18.125,0.027064098789027335,0.9580938312697957,,,,,,,,,,,
controls,4,7,2,-0.3124454098487697,-0.2879324650961911,-0.628197381034606,-0.07432047059439713,-0.24148947238925345,0.0860020221682465,0.15256693039759162,-0.5103056705302319,-0.41094846895413534,-1.790128742209975,0.45487529114527764,-0.2227032036562981,1.1047031429754672,1.3745076512298944,0.8605671783571871,-1.1344371685826562,0.9614561223726381,-0.4438758878413883,1.0036582115211055,-0.15501243489594424,0.8646581121085276,-1.1064356816177343,0.9729290178820115,-0.3653465951217594,0.9762468677498343,-0.34263668695104776,1.17324879287869,1.005795522872096,-0.021808831926986794,0.013570691772329639,0.193303201611445,-0.06937619536062116,-0.016215165913518202,-0.03071805076407631,-0.00927326833165494,0.016325919743504124,-0.00027199417493352617,0.01701450470271578,0.09800511664170768,-0.03473777644387387,-0.007420163788536997,0.05726074165559819,-0.003231025804936733,0.05413606239552831,-0.15963979658719224,0.0755029247078922,0.03665553252663538,-0.08319474821756014,-0.11525320257543359,-0.014327101224159372,-0.08319474821756014,0.0035263257059245916,-0.04570561045848931,0.25402189681737336,[19.75       22.         13.6        18.42857143],18.444642857142856,0.027064098789027335,0.93709231779627,,,,,,,,,,,
controls,4,7,3,0.6830936780200708,0.2716899429602288,0.00504768310720527,0.02119025495116862,0.019468592388699073,-0.02212699393200699,0.016341295006609823,2.2611743127502137,0.5416409994629683,-0.5728366036165847,-0.5053659229145971,-0.5125619104035664,-0.6864178826974626,-0.5256329925809712,1.0794313067421315,0.3636367212846194,0.9023520709309523,-0.8484293288439783,0.9786838361590859,-0.3259562068227087,0.8996668710544652,-0.8668088954441523,0.9373094260325213,-0.6091543899907201,1.038111238496501,0.08081049561167306,0.8128641359455216,-1.460953363043069,0.08660154901917468,0.05899052838165799,-0.17372118220391142,0.053233991259001266,-0.051917831301438545,0.04111112711435249,0.06554035465302978,0.06990621919326724,-0.06413080479855765,0.020171927648954587,-0.09019506170571467,0.021986541463007752,-0.10104597882122515,0.06283698562394624,-0.023115232193110173,-0.06445351627986885,0.03489853143491763,-0.05844544164111121,-3.531996637124741e-05,0.03467034665151622,0.04289528113688956,-0.01288846423244394,0.03467034665151622,0.06772328692314851,0.039907352840623876,0.38147296109475687,[11.8         8.         13.66666667 23.28571429],14.188095238095238,0.027064098789027335,0.9538000532143596,,,,,,,,,,,
meditators,4,7,0,0.1231162776691775,-0.8768271680791945,0.06879364924222779,0.005138487687850498,0.04758322153381101,-0.052344745215064895,-0.016762281517547693,0.6944532128083916,-2.4152942451310992,0.5255140029185073,0.3275513304592636,0.4595511987934262,0.1487828829495152,0.25944161720199527,0.9196341170351396,-0.8104113284580666,0.9943156247132549,-0.00797715440929088,0.9349013909278961,-0.6463682782171226,0.8720212191777729,-1.3220000410335742,1.019911234732483,0.2670412915703776,1.1613506276183552,1.7867722924161746,1.0551981018306555,0.6461898778138845,-0.0017941451367589581,-0.051790180917299804,0.019273536097366466,0.17248844190843693,0.14764503558475378,-0.10320734986383542,0.04019150461851239,-0.10284077046187827,0.01456494860418752,-0.06608161347734784,-0.11815284110110333,-0.1453401384140009,0.026587707631883836,-0.038635301661574084,0.03297020106505985,-0.044167601900020094,-0.025699575955498422,0.14030417412325874,0.1481846843767295,0.0736681037756732,0.040471937821007914,0.07124877100310884,0.0736681037756732,-0.03132463292168294,-0.0698916720103578,0.16318246312609638,[18.         15.66666667 19.8        14.6       ],17.016666666666666,0.029117442557156842,0.9585964016743064,,,,,,,,,,,
meditators,4,7,1,-0.15354639671989814,-0.3319588208122,0.07460558898544124,-0.7110881405679776,0.2732355904961659,0.073080020627223,0.047077320464100215,-0.16214501511505358,-0.7470187458312737,0.5857855380887983,-1.9898849912601544,1.2369367715681636,0.5807844017516107,0.49554204079790914,0.8082776293669864,-2.006909015570941,0.956924845943522,-0.40973174683730895,0.9246030749181214,-0.7570211152891099,1.0581704311023101,0.6781268145235873,1.0935449985630645,1.0582177192901145,0.9121572665069767,-0.8907482226181551,0.9650320365381988,-0.32262200587258744,0.14676979308560434,-0.077703497039965,-0.04330372543806726,-0.05470358223903352,0.013371071382999325,0.07037011477041051,-0.1668774061139475,0.0022308296187172998,0.03845478889639626,-0.0076424192544085725,-0.017816509266497912,0.05511956398230048,0.051668096730731194,-0.04565790578128597,-0.018730568119351882,-0.001557731302982968,0.13661552101299362,0.1300824850888667,-0.13382123622153438,0.017858410920581755,0.09237880499628938,0.06791024065526806,0.017858410920581755,-0.0823232882476151,0.04869239307133605,0.21690983567142058,[13.5        14.5        12.         15.71428571],13.928571428571429,0.029117442557156842,0.9294714189865934,,,,,,,,,,,
meditators,4,7,2,0.11514548300527648,0.7429278907555127,0.1567930396573346,0.00042896615056934635,0.12556969822243105,0.01204334055722164,-0.0918983792592132,-0.1431440787314215,2.3237732534412325,0.020513070750983742,-0.5939311033782538,-0.10218135522081374,-0.5482915614407993,-0.9567382254209281,0.9292504947754544,-0.7070857480125106,1.0017889359195513,0.07232171062006747,0.9618272450930626,-0.35705669065908696,0.955938849366733,-0.42032603414228326,0.96666614081299,-0.30506396299397703,0.9190806938714642,-0.8163577223251727,0.8960279398030045,-1.0640538153152013,-0.05997003561133943,0.11119982128733906,8.402569368856894e-05,-0.018594398958097173,-0.03210514792686311,0.015165249015720434,0.03832527530872557,-0.06650442142937381,-0.040700910969950085,0.04432428401071296,0.017726215019928552,0.04863291830015167,-0.07263509303195195,0.07987148145573975,0.05515021767176802,0.018870012726453972,-0.07003956696923236,-0.032865024093625725,0.06927847603344382,-0.06510397233959456,-0.1422186574964394,-0.03997782130609903,-0.06510397233959456,-0.014089573060324118,0.019488277595553022,0.335122186711411,[ 7.         15.66666667 21.875      15.16666667],14.927083333333332,0.029117442557156842,0.9432424410889299,,,,,,,,,,,
meditators,4,7,3,-0.09896595801319506,-0.17825464893524837,-0.282660772171439,0.5054717467215634,-0.37495745170481554,-0.037779239862689024,0.08755698593632183,-0.1663906684076764,-0.4612771187323525,-0.8495790406741308,2.0816031768539545,-1.1928441379766952,0.06117184917956567,0.5273159397573353,1.2452310097370147,2.688046078081946,1.0306003761136424,0.3818934497840332,1.1349558046227322,1.5031665023329752,1.059861361953537,0.6962954447931595,0.950817961961421,-0.4753486921366731,1.0761352508269297,0.8711543219460794,1.0574006837050218,0.669856070718689,-0.0778253625761975,-0.03588502477864487,-0.0021391976968688853,0.014865763784325043,-0.04909159781826735,-0.04090843723013763,-0.009653722775251011,0.08129666184009007,0.01654583968472078,0.0013282558332731818,0.021147187613963836,-0.03358690877595718,0.0038844179982076878,-0.04317298659515561,-0.03518053152078675,-0.014000712063465811,-0.00284783396822206,-0.06913622369569529,-0.09442189103421264,0.021434752362412397,0.059951465678593496,-0.014788429845962847,0.021434752362412397,0.035821469532419534,-0.026535909779778283,0.28478551449107214,[40.         18.5        16.42857143 15.16666667],22.523809523809526,0.029117442557156842,0.9374214832481645,,,,,,,,,,,
controls,5,7,0,-0.4848916965523452,-0.11652487087400608,0.5421790348425192,0.1353497174460246,0.2521463808411636,0.0015908386244117534,-0.12138298162905957,-1.7113950521745689,-0.4864976210626175,1.7038318704430162,0.35103853770372195,0.7394120908642274,-0.09373796125298806,-0.5026518645207908,1.1427107711966975,0.7960875228732139,1.2756800385161446,1.5921119161280897,1.0416741820606357,0.19122903801478802,1.0308971598800611,0.12671208071083886,1.0537282740258558,0.2633912107956669,0.8650135457579045,-0.8663550087338467,0.986592546423597,-0.13851877869027732,-0.13384461233534956,-0.016031000013739558,0.03645102490170504,-0.025509601606681948,0.014974220088651593,-0.19012279015144884,0.1154101040020253,-0.022739651671521886,0.044286787822360854,-0.07938030856454777,0.25182066709671436,0.1481847673056508,0.07239610610105988,-0.22106149241949394,-0.04448572823072502,0.035374919769608056,0.08923702078406176,-0.028398112192642683,0.02527225261460268,0.017478225099814136,-0.08704027343752274,-0.05330803795363015,0.017478225099814136,0.04633522616525171,0.0054534318900728755,0.18125567894790634,[15.6  28.   15.   20.75 29.  ],21.669999999999998,0.024206849426636087,0.926398157546838,,,,,,,,,,,
controls,5,7,1,0.8059923287435109,0.2872595429285877,0.07838235826147627,0.11378039902827501,0.10846277479403166,0.0039814030790607515,-0.11306285614708267,2.2411171763428386,0.3734316390308425,-0.37862588951796877,-0.25117605292152423,-0.27032203741825034,-0.6465048278775226,-1.0679200076384148,1.05182523224557,0.2519985957273187,0.9411296884018744,-0.41068350293014266,1.0586129032924598,0.2926331862280969,0.9126831688004576,-0.5809794213962507,0.9039552727543322,-0.6332292253890606,1.0535350813455848,0.2622346571859932,0.7175132885099421,-1.749369596598506,0.17682775812647394,0.03763716271164702,-0.1321467550076691,0.06829013124093644,-0.06827592037277273,-0.0748800261936932,0.062321332537730874,0.04967081166697565,-0.029125424168708766,0.030864530818754506,-0.09292134658090746,0.02265865771377016,-0.0740316196355433,0.06411639648028754,-0.09004526382000695,-0.06988782337041126,0.0823676335624813,0.012103336599100305,0.03890823839337003,0.05121313447389341,0.0011348736668963558,-0.025602351184670098,0.05121313447389341,0.05599607210235326,0.05638089591884634,0.2949845203378242,[11.   29.4  14.   12.75 22.  ],17.830000000000002,0.024206849426636087,0.9543062861566001,,,,,,,,,,,
